,0
0,0.004600182641297579
1,0.029493803158402443
2,0.4280306398868561
3,0.00718102790415287
4,0.0016023728530853987
5,0.0012656822800636292
6,0.004683607257902622
7,0.0783357098698616
8,0.017286887392401695
9,0.0014832711312919855
10,0.0015390225453302264
11,0.09254837781190872
12,0.0013273382792249322
13,0.003629521233960986
14,0.012027977034449577
15,0.012027977034449577
16,0.0016331325750797987
17,0.0005236685974523425
18,0.23243393003940582
19,0.2659214735031128
20,0.060672227293252945
21,0.0002555699029471725
22,0.0002555699029471725
23,0.002434242982417345
24,0.03839801624417305
25,0.0002612239622976631
26,0.2888338565826416
27,0.011167853139340878
28,0.011167853139340878
29,0.016066795215010643
30,0.10256674885749817
31,0.27551573514938354
32,0.0036262080539017916
33,0.001869103405624628
34,0.435070663690567
35,0.00030611082911491394
36,0.0601123571395874
37,0.1369115710258484
38,0.0470735989511013
39,0.0002861378889065236
40,0.003141291905194521
41,0.0007942970260046422
42,0.00032012612791731954
43,0.0007306119659915566
44,0.018179181963205338
45,0.10112922638654709
46,0.0011478121159598231
47,0.20678196847438812
48,0.4305794835090637
49,0.07412522286176682
50,0.22901421785354614
51,0.12925800681114197
52,0.004471397493034601
53,0.14207012951374054
54,0.06767462193965912
55,0.11191696673631668
56,0.062330953776836395
57,0.055427972227334976
58,0.0382373109459877
59,0.015375287272036076
60,0.16799315810203552
61,0.029741773381829262
62,0.18156836926937103
63,0.1287425011396408
64,0.0031764565501362085
65,0.073249451816082
66,0.0009477667044848204
67,0.06920052319765091
68,0.07934923470020294
69,0.007846483029425144
70,0.00027051527285948396
71,0.002764227567240596
72,0.013650643639266491
73,0.42927679419517517
74,0.028158435598015785
75,0.0009330244502052665
76,0.002948382403701544
77,0.18372096121311188
78,0.4274027347564697
79,0.001556232338771224
80,0.00043262611143290997
81,0.010722813196480274
82,0.004980693105608225
83,0.0014339301269501448
84,0.00030996001441963017
85,0.0498981773853302
86,0.03968052193522453
87,0.11169111728668213
88,0.00023622183653060347
89,0.001989174634218216
90,0.00025719444965943694
91,0.005248191300779581
92,0.00642000325024128
93,0.059144385159015656
94,0.00023757413146086037
95,0.0004117958596907556
96,0.04080498218536377
97,0.05658416822552681
98,0.06891856342554092
99,0.11155708879232407
100,0.12909872829914093
101,0.05968184769153595
102,0.0009800115367397666
103,0.2975449860095978
104,0.000333567732013762
105,0.06733093410730362
106,0.010657341219484806
107,0.11176155507564545
108,0.06980486214160919
109,0.05465207248926163
110,0.0047556012868881226
111,0.0008013013866730034
112,0.00030183629132807255
113,0.0034014533739537
114,0.0002955978561658412
115,0.0004175692447461188
116,0.04547187313437462
117,0.0014633426908403635
118,0.04163821041584015
119,0.0003411110956221819
120,0.0002629558730404824
121,0.0005047069862484932
122,0.047901660203933716
123,0.009968909434974194
124,0.0031233620829880238
125,0.00037403713213279843
126,0.046374570578336716
127,0.0003425477771088481
128,0.0003206419642083347
129,0.001043100724928081
130,0.17798176407814026
131,0.00024491464137099683
132,0.0002413982292637229
133,0.0024778717197477818
134,0.003258868120610714
135,0.015928911045193672
136,0.002983963582664728
137,0.0069878119975328445
138,0.027793537825345993
139,0.002408495871350169
140,0.004139621742069721
141,0.03183284029364586
142,0.0008887308067642152
143,0.0003189371491316706
144,0.0009232087177224457
145,0.041444577276706696
146,0.0007062881486490369
147,0.0003190715506207198
148,0.00024305064289364964
149,0.0006145041552372277
150,0.00028742486028932035
151,0.01917233318090439
152,0.06595829874277115
153,0.00024772153119556606
154,0.0014938177773728967
155,0.04148862510919571
156,0.04003121331334114
157,0.00024638764443807304
158,0.00034997702459804714
159,0.010563365183770657
160,0.4219682514667511
161,0.000382138678105548
162,0.0004285293980501592
163,0.0002295684244018048
164,0.040321603417396545
165,0.0003450253570917994
166,0.0003672562597785145
167,0.0002754200831986964
168,0.00023921244428493083
169,0.00027831821353174746
170,0.03140640631318092
171,0.0010115471668541431
172,0.0004264710296411067
173,0.00034728023456409574
174,0.0004642154963221401
175,0.000240879540797323
176,0.0019684366416186094
177,0.00027073328965343535
178,0.00035521097015589476
179,0.00025521148927509785
180,0.0009497155551798642
181,0.0003356074448674917
182,0.0002765272802207619
183,0.02633155882358551
184,0.0002271429548272863
185,0.00029580085538327694
186,0.03696034848690033
187,0.00022736049140803516
188,0.00024375221983063966
189,0.03454653173685074
190,0.00027517753187566996
191,0.05343521758913994
192,0.00036279045161791146
193,0.00029809967963956296
194,0.00038001348730176687
195,0.0002753345179371536
196,0.00023646769113838673
197,0.00024481004220433533
198,0.0004002478381153196
199,0.0008435453055426478
200,0.00027163149206899107
201,0.0005860871751792729
202,0.00025040560285560787
203,0.0002657537697814405
204,0.0002440554235363379
205,0.00038781558396294713
206,0.0002622298488859087
207,0.0002505763550288975
208,0.00023762778437230736
209,0.0002867192670237273
210,0.0006244687829166651
211,0.00024031430075410753
212,0.00030559010338038206
213,0.005450983066111803
214,0.0002484027063474059
215,0.00026816996978595853
216,0.00023594316735398024
217,0.0002825359988491982
218,0.0007817251025699079
219,0.0008138410630635917
220,0.00026702898321673274
221,0.0005258729215711355
222,0.00024684306117706
223,0.0005326822283677757
224,0.00024189539544750005
225,0.00029018300119787455
226,0.00022616831120103598
227,0.00024185598886106163
228,0.000340907892677933
229,0.0002589784562587738
230,0.0014113347278907895
231,0.0005061986157670617
232,0.00045551275252364576
233,0.00024069356732070446
234,0.00024323469551745802
235,0.04037691280245781
236,0.02011248469352722
237,0.0008651241660118103
238,0.0003713256155606359
239,0.00024376915825996548
240,0.00026203537709079683
241,0.005580470897257328
242,0.0002693381393328309
243,0.0018591583939269185
244,0.00024116082931868732
245,0.00031892952392809093
246,0.0002826483396347612
247,0.00023253203835338354
248,0.0007454725564457476
249,0.00028985340031795204
250,0.00024645787198096514
251,0.0002455328358337283
252,0.0009909883374348283
253,0.0008812613668851554
254,0.00034238758962601423
255,0.0002946578024420887
256,0.0020883178804069757
257,0.0004233430081512779
258,0.0004141378158237785
259,0.00023959844838827848
260,0.00031894625863060355
261,0.00037133906153030694
262,0.00045631156535819173
263,0.00025287337484769523
264,0.0002381855738349259
265,0.0005539566627703607
266,0.0003343311545904726
267,0.00036356510827317834
268,0.00022143094975035638
269,0.00024079000286292285
270,0.0002667730441316962
271,0.00022866184008307755
272,0.00022808178619015962
273,0.00022309960331767797
274,0.0002667659136932343
275,0.0003567598760128021
276,0.00023477827198803425
277,0.00028261603438295424
278,0.0003269783628638834
279,0.0004994529299438
280,0.00027499505085870624
281,0.0003899935109075159
282,0.0002555823011789471
283,0.002985753118991852
284,0.0002785730466712266
285,0.0002542865404393524
286,0.0020235483534634113
287,0.0006281255045905709
288,0.0002535445673856884
289,0.0003395739186089486
290,0.0002824379480443895
291,0.0006943342741578817
292,0.00023190342471934855
293,0.00022220058599486947
294,0.00020927682635374367
295,0.00025308443582616746
296,0.00025981041835621
297,0.00028689674218185246
298,0.00031518409377895296
299,0.0002676626609172672
300,0.0003729448944795877
301,0.0035591013729572296
302,0.0005666204378940165
303,0.0002319850609637797
304,0.0004947095294483006
305,0.0026882144156843424
306,0.0002630850358400494
307,0.0003043886390514672
308,0.000936404219828546
309,0.00026849895948544145
310,0.00027969424263574183
311,0.0006911715609021485
312,0.00025203602854162455
313,0.00026909171720035374
314,0.0002537370310164988
315,0.0003203602973371744
316,0.00024630260304547846
317,0.00038763682823628187
318,0.0004022752109449357
319,0.00029556601657532156
320,0.0003726858412846923
321,0.00025878939777612686
322,0.0002838592336047441
323,0.000271043973043561
324,0.00027054056408815086
325,0.0006128369714133441
326,0.0002910674666054547
327,0.00037999864434823394
328,0.0048168012872338295
329,0.005529956426471472
330,0.005529956426471472
331,0.005529956426471472
332,0.5980777740478516
333,0.5914796590805054
334,0.0013399362796917558
335,0.0020901402458548546
336,0.01325260754674673
337,0.42514854669570923
338,0.005609744228422642
339,0.00204779882915318
340,0.00204779882915318
341,0.4242704510688782
342,0.09757984429597855
343,0.0012590765254572034
344,0.10810083895921707
345,0.10121526569128036
346,0.10810083895921707
347,0.0011797526385635138
348,0.43095964193344116
349,0.02962033450603485
350,0.23498515784740448
351,0.0008166229235939682
352,0.4292673170566559
353,0.005543577950447798
354,0.008557112887501717
355,0.4016948938369751
356,0.16275857388973236
357,0.16275857388973236
358,0.26184889674186707
359,0.42284250259399414
360,0.003112655133008957
361,0.2803440988063812
362,0.006126284599304199
363,0.20741645991802216
364,0.42124783992767334
365,0.044627655297517776
366,0.0020979882683604956
367,0.06935713440179825
368,0.34651875495910645
369,0.10873733460903168
370,0.006627404596656561
371,0.10111808776855469
372,0.1614963859319687
373,0.07319770008325577
374,0.10983172804117203
375,0.0043380954302847385
376,0.019642436876893044
377,0.2812415063381195
378,0.08163593709468842
379,0.004547393415123224
380,0.06047334149479866
381,0.03513415902853012
382,0.004608673509210348
383,0.022530939429998398
384,0.007367785554379225
385,0.06845060735940933
386,0.08844564110040665
387,0.16896939277648926
388,0.060866937041282654
389,0.05166785046458244
390,0.10996236652135849
391,0.07604805380105972
392,0.002876725746318698
393,0.05177201330661774
394,0.04393830895423889
395,0.0015581458574160933
396,0.41537830233573914
397,0.12230965495109558
398,0.12031479179859161
399,0.0030308666173368692
400,0.0021020162384957075
401,0.05632571130990982
402,0.004892854951322079
403,0.019905833527445793
404,0.0012243131641298532
405,0.021278759464621544
406,0.004082025028765202
407,0.018989138305187225
408,0.006346720736473799
409,0.04884231463074684
410,0.001390571240335703
411,0.006601263303309679
412,0.02239958941936493
413,0.017420047894120216
414,0.003193829208612442
415,0.4111260771751404
416,0.003257263917475939
417,0.05157683789730072
418,0.390550822019577
419,0.0008625107584521174
420,0.15726512670516968
421,0.04087038338184357
422,0.0026153230573982
423,0.25771209597587585
424,0.002523463685065508
425,0.051415037363767624
426,0.004571966826915741
427,0.4093007445335388
428,0.412954181432724
429,0.04770234227180481
430,0.002906602341681719
431,0.04625957831740379
432,0.016144463792443275
433,0.0011357918847352266
434,0.0014382762601599097
435,0.0010179640958085656
436,0.004224685486406088
437,0.00976006779819727
438,0.0031036955770105124
439,0.002781078452244401
440,0.39675745368003845
441,0.0007524244138039649
442,0.009235416539013386
443,0.005211199168115854
444,0.06024368479847908
445,0.039499107748270035
446,0.002747125690802932
447,0.05311892554163933
448,0.002941226353868842
449,0.04179632291197777
450,0.0030448127072304487
451,0.0006631735013797879
452,0.04850471764802933
453,0.0611867792904377
454,0.0012078189756721258
455,0.0014283348573371768
456,0.17949996888637543
457,0.014266234822571278
458,0.0021193225402384996
459,0.0008456982322968543
460,0.0020895665511488914
461,0.01960914395749569
462,0.0005826287087984383
463,0.0017421237425878644
464,0.00044852870632894337
465,0.0024987058714032173
466,0.0009497535647824407
467,0.0009439069544896483
468,0.0008092954521998763
469,0.0005480515537783504
470,0.0016517618205398321
471,0.0011313608847558498
472,0.0015374809736385942
473,0.002495737746357918
474,0.0005125739262439311
475,0.09840373694896698
476,0.0006039234576746821
477,0.0008622322347946465
