,iter_id,NN_ate_pred,NN_att_pred,NN_bias_att,NN_atc_pred,NN_policy_value,NN_policy_risk,NN_err_fact,SAE_e2e_ate_pred,SAE_e2e_att_pred,SAE_e2e_bias_att,SAE_e2e_atc_pred,SAE_e2e_policy_value,SAE_e2e_policy_risk,SAE_e2e_err_fact,SAE_stacked_all_layer_active_ate_pred,SAE_stacked_all_layer_active_att_pred,SAE_stacked_all_layer_active_bias_att,SAE_stacked_all_layer_active_atc_pred,SAE_stacked_all_layer_active_policy_value,SAE_stacked_all_layer_active_policy_risk,SAE_stacked_all_layer_active_err_fact,SAE_stacked_cur_layer_active_ate_pred,SAE_stacked_cur_layer_active_att_pred,SAE_stacked_cur_layer_active_bias_att,SAE_stacked_cur_layer_active_atc_pred,SAE_stacked_cur_layer_active_policy_value,SAE_stacked_cur_layer_active_policy_risk,SAE_stacked_cur_layer_active_err_fact,LR_ate_pred,LR_att_pred,LR_bias_att,LR_atc_pred,LR_policy_value,LR_policy_risk,LR_err_fact,LR_Lasso_ate_pred,LR_Lasso_att_pred,LR_Lasso_bias_att,LR_Lasso_atc_pred,LR_Lasso_policy_value,LR_Lasso_policy_risk,LR_Lasso_err_fact
0,0,-0.020833333333333332,-0.15,0.24285714285714285,0.07142857142857142,0.709800469483568,0.290199530516432,0.19158878504672897,-0.020833333333333332,-0.05,0.14285714285714285,0.0,0.7204861111111112,0.27951388888888884,0.27951388888888884,0.0,0.0,0.24285714285714285,0.24285714285714285,0.7346643518518519,0.26533564814814814,0.17445482866043613,0.041666666666666664,-0.18333333333333332,0.2761904761904762,0.20238095238095238,0.7467517921146953,0.25324820788530467,0.18691588785046728,0.027777777777777776,-0.11666666666666667,0.20952380952380953,0.13095238095238096,0.6326103500761034,0.36738964992389656,0.1822429906542056,0.0,-0.016666666666666666,0.10952380952380952,0.011904761904761904,0.7124999999999999,0.2875000000000001,0.1806853582554517
1,1,0.08333333333333333,0.1,0.19047619047619044,0.07142857142857142,0.5832919973544973,0.4167080026455027,0.17289719626168223,0.11805555555555555,-0.05,0.34047619047619043,0.23809523809523808,0.6665564373897707,0.33344356261022934,0.33344356261022934,0.06944444444444445,0.06944444444444445,0.2738095238095238,0.2738095238095238,0.6179577464788732,0.38204225352112675,0.16822429906542055,0.11805555555555555,-0.15,0.44047619047619047,0.30952380952380953,0.6859567901234568,0.3140432098765432,0.1791277258566978,0.125,-0.016666666666666666,0.3071428571428571,0.2261904761904762,0.6484375,0.3515625,0.17133956386292834,0.08333333333333333,-0.016666666666666666,0.3071428571428571,0.15476190476190477,0.6190476190476191,0.38095238095238093,0.17601246105919002
2,2,0.027777777777777776,0.0,0.06473079249848757,0.04597701149425287,0.7181069958847737,0.28189300411522633,0.1573208722741433,0.041666666666666664,0.07017543859649122,0.005444646098003658,0.022988505747126436,0.7083333333333333,0.29166666666666674,0.29166666666666674,0.05555555555555555,0.05555555555555555,0.029643073200241954,0.029643073200241954,0.7420634920634921,0.2579365079365079,0.1542056074766355,0.034722222222222224,0.07017543859649122,0.005444646098003658,0.011494252873563218,0.7197916666666666,0.2802083333333334,0.1557632398753894,0.04861111111111111,0.03508771929824561,0.029643073200241954,0.05747126436781609,0.7208333333333333,0.2791666666666667,0.16043613707165108,0.06944444444444445,0.03508771929824561,0.029643073200241954,0.09195402298850575,0.7426900584795322,0.2573099415204678,0.1588785046728972
3,3,0.05555555555555555,0.06896551724137931,0.1182838813151563,0.046511627906976744,0.803732638888889,0.19626736111111098,0.15109034267912771,0.04861111111111111,0.05172413793103448,0.10104250200481146,0.046511627906976744,0.8042369901547116,0.19576300984528838,0.19576300984528838,0.0625,0.0625,0.04931836407377699,0.04931836407377699,0.7962328767123288,0.20376712328767121,0.17133956386292834,0.05555555555555555,0.017241379310344827,0.06655974338412182,0.08139534883720931,0.7996162280701754,0.2003837719298246,0.1588785046728972,0.013888888888888888,0.13793103448275862,0.1872493985565356,-0.06976744186046512,0.785108024691358,0.214891975308642,0.14953271028037382,0.041666666666666664,0.034482758620689655,0.08380112269446664,0.046511627906976744,0.7890625,0.2109375,0.1573208722741433
4,4,0.0625,0.0784313725490196,0.03162555344718537,0.053763440860215055,0.7945675105485233,0.20543248945147674,0.14797507788161993,0.11805555555555555,-0.11764705882352941,0.2277039848197344,0.24731182795698925,0.8426978114478114,0.15730218855218858,0.15730218855218858,0.04861111111111111,0.04861111111111111,0.06641366223908915,0.06641366223908915,0.7889892904953146,0.21101070950468537,0.14797507788161993,0.08333333333333333,0.0196078431372549,0.09044908285895008,0.11827956989247312,0.8213213213213213,0.1786786786786787,0.1542056074766355,0.0625,-0.09803921568627451,0.20809614168247947,0.15053763440860216,0.8137715179968701,0.1862284820031299,0.16199376947040497,0.034722222222222224,0.0392156862745098,0.07084123972169518,0.03225806451612903,0.7801609626504141,0.21983903734958588,0.16043613707165108
5,5,-0.041666666666666664,0.0,0.0019669551534224894,-0.07317073170731707,0.7590321729957806,0.24096782700421937,0.1542056074766355,0.041666666666666664,-0.06451612903225806,0.06648308418568055,0.12195121951219512,0.7764099326599326,0.22359006734006737,0.22359006734006737,-0.034722222222222224,-0.034722222222222224,0.014162077104642026,0.014162077104642026,0.7500000000000001,0.2499999999999999,0.1542056074766355,-0.027777777777777776,-0.06451612903225806,0.06648308418568055,0.0,0.7766666666666666,0.22333333333333338,0.1573208722741433,0.0,0.03225806451612903,0.030291109362706542,-0.024390243902439025,0.766955266955267,0.23304473304473305,0.1557632398753894,0.0625,0.0,0.0019669551534224894,0.10975609756097561,0.7708333333333334,0.22916666666666663,0.16043613707165108
6,6,0.027777777777777776,0.14285714285714285,0.1481481481481482,-0.06172839506172839,0.7152777777777778,0.2847222222222222,0.1573208722741433,0.006944444444444444,0.07936507936507936,0.0846560846560847,-0.04938271604938271,0.7070473251028807,0.2929526748971193,0.2929526748971193,-0.013888888888888888,-0.013888888888888888,0.05291005291005296,0.05291005291005296,0.7029320987654321,0.29706790123456794,0.1557632398753894,0.020833333333333332,0.07936507936507936,0.0846560846560847,-0.024691358024691357,0.7062633547008548,0.2937366452991452,0.16199376947040497,0.006944444444444444,0.07936507936507936,0.0846560846560847,-0.04938271604938271,0.7091049382716049,0.2908950617283951,0.1542056074766355,0.013888888888888888,0.07936507936507936,0.0846560846560847,-0.037037037037037035,0.7183738425925926,0.2816261574074074,0.1526479750778816
7,7,0.04861111111111111,0.19672131147540983,0.10527355322931076,-0.060240963855421686,0.6838186077643909,0.31618139223560915,0.16199376947040497,0.06944444444444445,0.13114754098360656,0.03969978273750749,0.024096385542168676,0.691468253968254,0.30853174603174605,0.30853174603174605,0.013888888888888888,0.013888888888888888,0.07505431562314825,0.07505431562314825,0.6891701828410689,0.3108298171589311,0.1573208722741433,0.04861111111111111,0.06557377049180328,0.025873987754295794,0.03614457831325301,0.6952566601689408,0.30474333983105917,0.16978193146417445,0.013888888888888888,0.03278688524590164,0.058660873000197435,0.0,0.665650406504065,0.33434959349593496,0.16043613707165108,0.034722222222222224,0.2459016393442623,0.15445388109816321,-0.12048192771084337,0.6839022757697457,0.3160977242302543,0.16199376947040497
8,8,0.027777777777777776,0.07692307692307693,0.059980525803310536,-0.012658227848101266,0.7154970760233917,0.28450292397660826,0.16510903426791276,0.0,0.03076923076923077,0.01382667964946438,-0.02531645569620253,0.7253867791842474,0.27461322081575257,0.27461322081575257,-0.020833333333333332,-0.020833333333333332,0.01382667964946438,0.01382667964946438,0.7253867791842474,0.27461322081575257,0.16043613707165108,0.0,0.03076923076923077,0.01382667964946438,-0.02531645569620253,0.7253867791842474,0.27461322081575257,0.16043613707165108,0.020833333333333332,-0.046153846153846156,0.06309639727361255,0.0759493670886076,0.6931623931623931,0.30683760683760686,0.1838006230529595,-0.034722222222222224,0.06153846153846154,0.04459591041869515,-0.11392405063291139,0.7242440225035162,0.27575597749648384,0.16355140186915887
9,9,0.06944444444444445,-0.1568627450980392,0.2618595825426945,0.1935483870967742,0.7569444444444444,0.24305555555555558,0.19781931464174454,0.027777777777777776,0.0392156862745098,0.06578115117014546,0.021505376344086023,0.7407407407407407,0.2592592592592593,0.2592592592592593,0.0625,0.0625,0.14421252371916507,0.14421252371916507,0.7457942097026604,0.2542057902973396,0.18847352024922118,-0.041666666666666664,0.0392156862745098,0.06578115117014546,-0.08602150537634409,0.7104938271604938,0.2895061728395062,0.16355140186915887,0.06944444444444445,-0.11764705882352941,0.22264389626818468,0.17204301075268819,0.7424603174603175,0.2575396825396825,0.18847352024922118,0.05555555555555555,-0.0784313725490196,0.18342820999367487,0.12903225806451613,0.7268518518518519,0.27314814814814814,0.1853582554517134
