,0
0,0.00906655378639698
1,0.33697274327278137
2,0.0031429987866431475
3,0.0017624979373067617
4,0.002281567547470331
5,0.9601839780807495
6,0.0031298408284783363
7,0.0022072060965001583
8,0.0024887481704354286
9,0.1540827602148056
10,0.001764808315783739
11,0.0024107424542307854
12,0.12219445407390594
13,0.001990117598325014
14,0.1848265528678894
15,0.0068781496956944466
16,0.006473402958363295
17,0.0019687439780682325
18,0.0022085695527493954
19,0.002013889607042074
20,0.17343200743198395
21,0.010084153153002262
22,0.04857459291815758
23,0.4273429811000824
24,0.0019959034398198128
25,0.0032434251625090837
26,0.42214328050613403
27,0.001901013427414
28,0.12512212991714478
29,0.0020270950626581907
30,0.002128175925463438
31,0.4081348776817322
32,0.12418647855520248
33,0.4131769835948944
34,0.09496947377920151
35,0.0006384872831404209
36,0.00215868279337883
37,0.08904283493757248
38,0.002381710335612297
39,0.0018387914169579744
40,0.0005396670312620699
41,0.002759356517344713
42,0.002094709314405918
43,0.0020873285830020905
44,0.2291487157344818
45,0.09888055920600891
46,0.10719781368970871
47,0.0570124052464962
48,0.013148936443030834
49,0.11066057533025742
50,0.1863660216331482
51,0.003707675728946924
52,0.12702713906764984
53,0.0018951045349240303
54,0.11714831739664078
55,0.016652019694447517
56,0.000690874585416168
57,0.0968138575553894
58,0.0003381752176210284
59,0.07560580968856812
60,0.41778314113616943
61,0.015869800001382828
62,0.09446032345294952
63,0.0022527645342051983
64,0.00023799717018846422
65,0.29216644167900085
66,0.04887660592794418
67,0.024602660909295082
68,0.04914810508489609
69,0.017888737842440605
70,0.0007497365004383028
71,0.02565164864063263
72,0.0014202732127159834
73,0.031048499047756195
74,0.02970702201128006
75,0.10648203641176224
76,0.00028686775476671755
77,0.000518595043104142
78,0.00024334117188118398
79,0.017216956242918968
80,0.02677921950817108
81,0.03751296550035477
82,0.0002936347445938736
83,0.0018394927028566599
84,0.016439152881503105
85,0.004882661625742912
86,0.0003688657598104328
87,0.01270312536507845
88,0.00024430593475699425
89,0.00017314744764007628
90,0.00019935677119065076
91,0.00018682600057218224
92,0.0010896283201873302
93,0.0003768557508010417
94,0.001860440126620233
95,0.11227204650640488
96,0.012533196248114109
97,0.02197778970003128
98,0.000399077485781163
99,0.0911109447479248
100,0.09502605348825455
101,0.013550041243433952
102,0.0017147778999060392
103,0.012363482266664505
104,0.0005827760905958712
105,0.00037705746944993734
106,0.00024271346046589315
107,0.016505729407072067
108,0.0008055553771555424
109,0.00020096430671401322
110,0.00028210884192958474
111,0.0002086064196191728
112,0.012090305797755718
113,0.0013151441235095263
114,0.0013151441235095263
115,0.0002090318885166198
116,0.00023878859065007418
117,0.011083695106208324
118,0.005947691388428211
119,0.013496410101652145
120,0.0017796785105019808
121,0.0001905010431073606
122,0.00031515525188297033
123,0.0007354824338108301
124,0.025128711014986038
125,0.00023911987955216318
126,0.00018823986465577036
127,0.00020370143465697765
128,0.015779122710227966
129,0.14663556218147278
130,0.021430961787700653
131,0.009796703234314919
132,0.0004391139664221555
133,0.00020438020874280483
134,0.002666307846084237
135,0.001993997022509575
136,0.0002138753334293142
137,0.00034977972973138094
138,0.0001832963025663048
139,0.00018685271788854152
140,0.0018331079045310616
141,0.0033158783335238695
142,0.00020609110652003437
143,0.00018344141426496208
144,0.0016085169045254588
145,0.00018991816614288837
146,0.00017274919082410634
147,0.011002778075635433
148,0.00019194892956875265
149,0.0002783563977573067
150,0.2844153344631195
151,0.00019292562501505017
152,0.00018011231441050768
153,0.0002033005584962666
154,0.011070417240262032
155,0.01815815642476082
156,0.0164182111620903
157,0.00020059138478245586
158,0.013423416763544083
159,0.020545316860079765
160,0.014892380684614182
161,0.039934925734996796
162,0.00017911146278493106
163,0.01406922284513712
164,0.00023065974528435618
165,0.00648161256685853
166,0.0002065270091407001
167,0.00018333406478632241
168,0.00018827916937880218
169,0.00017593018128536642
170,0.00018748629372566938
171,0.00019998029165435582
172,0.000177311958395876
173,0.0017818588530644774
174,0.00035033185849897563
175,0.00028384465258568525
176,0.0003705714480020106
177,0.00019401770259719342
178,0.0001949084544321522
179,0.00018596510926727206
180,0.0003622292133513838
181,0.00017772462160792202
182,0.08710956573486328
183,0.00021945858316030353
184,0.00017349317204207182
185,0.00016679092368576676
186,0.00018239878409076482
187,0.0001995600905502215
188,0.00017375111929140985
189,0.0001888158149085939
190,0.00020379078341647983
191,0.0002849169832188636
192,0.00020333427528385073
193,0.00017028138972818851
194,0.00018357545195613056
195,0.00017960570403374732
196,0.06231047585606575
197,0.00018466461915522814
198,0.00019411466200836003
199,0.00021921681764069945
200,0.00018857292889151722
201,0.00018857292889151722
202,0.0001758441503625363
203,0.00020548283646348864
204,0.0001806358341127634
205,0.00017326668603345752
206,0.00022297498071566224
207,0.00022196977806743234
208,0.00021341534738894552
209,0.00037014851113781333
210,0.00018014013767242432
211,0.00022883634665049613
212,0.00018720512161962688
213,0.00022521201753988862
214,0.00022341676231008023
215,0.00017609230417292565
216,0.00017794947780203074
217,0.00020771149138454348
218,0.00018033293599728495
219,0.00018564106721896678
220,0.00020787713583558798
221,0.00016972328012343496
222,0.00020815737661905587
223,0.0002540047571528703
224,0.0002945740707218647
225,0.0015148528618738055
226,0.0009449858334846795
227,0.016843901947140694
228,0.00018030990031547844
229,0.00018116917635779828
230,0.0002372838935116306
231,0.00020137477258685976
232,0.00017037625366356224
233,0.0004118598881177604
234,0.00018317645299248397
235,0.0002281905326526612
236,0.0017062705010175705
237,0.00021643712534569204
238,0.0005244796047918499
239,0.0009557027369737625
240,0.0003788811154663563
241,0.0014080757973715663
242,0.0011416308116167784
243,0.00016895758744794875
244,0.00019177934154868126
245,0.00027912549558095634
246,0.00022766267647966743
247,0.0002254995342809707
248,0.00018514133989810944
249,0.0001717968116281554
250,0.00018741979147307575
251,0.00031278576352633536
252,0.0001711778895696625
253,0.00023433280875906348
254,0.00021822916460223496
255,0.00017677817959338427
256,0.00018270686268806458
257,0.00017168365593533963
258,0.00017559567641001195
259,0.0002286446251673624
260,0.00018035565153695643
261,0.00022207965957932174
262,0.0001797664153855294
263,0.00020418134226929396
264,0.00017794677114579827
265,0.0002198089350713417
266,0.0017425507539883256
267,0.00023676727141719311
268,0.00020311068510636687
269,0.000402170728193596
270,0.00018007727339863777
271,0.00022200490639079362
272,0.0001942305389093235
273,0.00022894458379596472
274,0.0002019506791839376
275,0.00019212525512557477
276,0.00017714095884002745
277,0.00022146727133076638
278,0.0001815201685531065
279,0.00018381174595560879
280,0.0002355388132855296
281,0.00020218825375195593
282,0.00017881147505249828
283,0.00023873761529102921
284,0.00018214016745332628
285,0.00017712675617076457
286,0.00023823963419999927
287,0.00022992133744992316
288,0.0001926003023982048
289,0.0001807031803764403
290,0.00031333405058830976
291,0.00017862129607237875
292,0.00018226353859063238
293,0.0002169697982026264
294,0.0001810032408684492
295,0.00023569380573462695
296,0.00023669099027756602
297,0.0007247512112371624
298,0.00018033862579613924
