,0
0,7.4356074037496e-05
1,0.00527535006403923
2,0.04374169558286667
3,0.004927000030875206
4,0.0795653909444809
5,0.0016999237705022097
6,0.0016982113011181355
7,9.4196991994977e-05
8,0.0010234343353658915
9,0.0819067731499672
10,0.00038041657535359263
11,0.001876588212326169
12,0.003986809868365526
13,6.904192559886724e-05
14,0.07570960372686386
15,0.00010354075493523851
16,0.0017102959100157022
17,0.041723623871803284
18,0.0662098228931427
19,9.60431425482966e-05
20,0.039487116038799286
21,0.04167485237121582
22,0.0012376433005556464
23,0.0002933871001005173
24,0.0002933871001005173
25,0.00017881284293252975
26,0.0008559789275750518
27,0.008520321920514107
28,0.2859245240688324
29,0.0005089755286462605
30,0.04010086506605148
31,0.05491308122873306
32,0.04781216382980347
33,6.683171523036435e-05
34,0.002158838789910078
35,0.0029151674825698137
36,0.00010785787890199572
37,6.32251612842083e-05
38,0.0001294429530389607
39,0.03799283877015114
40,0.06594496220350266
41,0.09955719113349915
42,0.28740084171295166
43,0.011370239779353142
44,6.484024197561666e-05
45,0.04218846186995506
46,0.0001004194127744995
47,0.0026741884648799896
48,0.3222965896129608
49,0.027070458978414536
50,0.0036136771086603403
51,0.00013506744289770722
52,0.21950168907642365
53,0.0011880446691066027
54,0.03733932971954346
55,0.00012934980622958392
56,0.03160754218697548
57,0.0027724457904696465
58,0.03510412573814392
59,0.03509940579533577
60,6.528839003294706e-05
61,0.0002610747760627419
62,0.0028382176533341408
63,6.498713628388941e-05
64,0.000959666445851326
65,7.23781922715716e-05
66,6.555221625603735e-05
67,0.029989544302225113
68,0.062077440321445465
69,0.037606462836265564
70,0.03172791004180908
71,0.0035739459563046694
72,0.013695726171135902
73,0.00037221639649942517
74,0.022149527445435524
75,0.008302674628794193
76,0.044676173478364944
77,0.02771272137761116
78,0.0006282029789872468
79,0.0006408038316294551
80,0.002567131770774722
81,0.13249029219150543
82,0.028641855344176292
83,7.798487786203623e-05
84,0.00022269623877946287
85,8.646220521768555e-05
86,6.861575093353167e-05
87,0.00013894210860598832
88,6.561182817677036e-05
89,6.203049997566268e-05
90,6.345275323837996e-05
91,6.569334072992206e-05
92,6.493397813756019e-05
93,0.00040447842911817133
94,0.001940384041517973
95,7.48310994822532e-05
96,0.0001363796036457643
97,0.024471765384078026
98,6.373468204401433e-05
99,0.021088149398565292
100,6.205439422046766e-05
101,0.0004908498376607895
102,6.4179788751062e-05
103,0.001613624976016581
104,6.202541408129036e-05
105,6.258032954065129e-05
106,0.02242656983435154
107,8.739826444070786e-05
108,0.00011730931873898953
109,0.00018742123211268336
110,8.647951472084969e-05
111,6.238060450414196e-05
112,8.210741361835971e-05
113,6.422142178053036e-05
114,6.411965296138078e-05
115,7.060963980620727e-05
116,0.07282218337059021
117,0.00019003987836185843
118,8.508143218932673e-05
119,0.001563213998451829
120,0.024878837168216705
121,6.230153667274863e-05
122,6.260491500142962e-05
123,6.225890683708712e-05
124,0.0011936083901673555
125,0.0001898634509416297
126,6.3295490690507e-05
127,9.05393753782846e-05
128,6.213238521013409e-05
129,6.40744183328934e-05
130,0.0003663051757030189
131,6.202529766596854e-05
132,0.02682134509086609
133,0.029175685718655586
134,6.413714436348528e-05
135,0.004638384096324444
136,0.032510749995708466
137,0.0003733874764293432
138,0.0024691300932317972
139,6.226708501344547e-05
140,6.201879295986146e-05
141,6.21774815954268e-05
142,0.0011315742740407586
143,6.528366066049784e-05
144,6.252573803067207e-05
145,6.242177914828062e-05
146,0.00042209404637105763
147,6.292465695878491e-05
148,6.200826464919373e-05
149,6.222458614502102e-05
150,6.245655822567642e-05
151,6.815170490881428e-05
152,0.003856634721159935
153,0.002341127721592784
154,6.36364784440957e-05
155,0.0012342763366177678
156,0.00018653339066077024
157,0.10010579228401184
158,0.00010635512444423512
159,0.00011240493040531874
160,6.20561113464646e-05
161,6.201287760632113e-05
162,6.632773147430271e-05
163,8.163998427335173e-05
164,6.201382348081097e-05
165,6.208304694155231e-05
166,6.249128637136891e-05
167,6.200814823387191e-05
168,6.201027281349525e-05
169,6.944027700228617e-05
170,0.00397005770355463
